wealth,age,education,socioeconomic
322000,40,12,69713
322000,37,13,53111
322000,25,13,8282
322000,68,12,30677
322200,71,15,28861
322200,68,17,46222
322236,55,16,94122
322300,34,14,110341
322300,56,14,10703
322353,62,15,13558
322500,50,12,41591
322500,39,13,40334
322500,53,17,44558
322500,43,17,61857
322600,55,12,20902
322800,38,14,16144
322830,52,13,31517
323000,33,14,96160
323000,45,14,136599
323000,55,14,75042
323000,64,14,46565
323000,53,17,37589
323000,40,16,135267
323000,56,12,32030
323000,60,12,58429
323000,29,12,27466
323000,42,15,38913
323000,41,12,126585
323000,55,14,57797
323000,41,16,80884
323000,37,17,129417
323300,34,17,80618
323300,77,10,-12548
323500,55,13,50199
323700,45,12,31091
323700,58,12,161311
323800,52,17,213267
324000,58,16,25106
324000,52,16,161914
324000,51,14,26902
324000,44,13,89375
324000,53,12,62881
324000,88,14,33413
324000,55,14,3518
324000,59,16,94303
324000,40,12,123976
324000,43,16,-6454
324000,51,17,137190
324000,55,12,29171
324000,73,17,14815
324000,27,17,7617
324000,48,12,55447
324000,58,12,112291
324411,60,16,-9951
324500,55,12,117868
324500,55,17,98289
324500,33,16,111491
324500,48,12,36207
324500,68,9,11144
324624,42,12,96005
324800,40,12,34739
325000,48,16,141046
325000,55,9,57092
325000,67,17,53413
325000,69,17,86167
325000,69,13,27526
325000,61,17,67386
325000,55,14,85862
325000,62,17,77628
325000,61,12,77921
325000,49,16,218998
325000,45,12,-17849
325000,73,10,2661
325000,49,17,103379
325000,39,12,104268
325000,86,14,24645
325000,57,12,49699
325000,41,13,66362
325000,38,16,58595
325000,87,12,7195
325000,60,14,170492
325000,59,14,13669
325000,60,16,38167
325000,62,16,41921
325000,33,16,120926
325000,49,16,85808
325000,64,0,7162
325000,79,16,104322
325000,46,16,95286
325000,69,12,10462
325000,43,13,25329
325000,72,16,-11538
325000,55,16,146317
325000,51,15,66585
325000,64,16,67252
325000,47,14,98097
325000,29,14,11385
325003,76,14,25897
325050,50,14,31871
325100,37,17,165993
325500,85,12,7397
325500,54,15,121232
325500,34,16,144887
325667,52,14,17140
325700,57,17,60822
325700,68,14,24836
325800,30,14,32299
325900,31,17,58235
326000,34,16,67864
326000,78,17,45069
326000,62,9,11924
326000,67,10,40406
326000,53,13,75126
326000,38,14,167473
326000,48,14,29089
326000,52,17,55442
326000,42,16,147660
326000,38,17,109757
326000,67,14,49307
326100,57,12,97370
326120,63,14,70085
326300,50,14,24531
326317,38,12,125444
326450,34,14,73131
326500,92,12,11365
326521,62,14,16317
326700,39,17,82280
327000,55,15,71329
327000,65,8,55313
327000,67,8,61764
327000,69,8,62944
327000,77,11,18040
327000,81,17,-2275
327000,47,11,20372
327000,54,17,92677
327000,62,17,136622
327000,51,12,88840
327000,60,14,46102
327000,58,14,176703
327000,47,10,73329
327000,32,16,37197
327000,71,15,-34968
327000,62,14,40843
327000,62,14,71712
327001,46,16,111175
327020,58,8,45752
327200,60,16,50712
327200,35,13,45091
327400,68,16,44954
327500,67,12,51527
327500,31,17,9872
327500,81,12,-14422
327500,45,12,34472
327500,56,15,133215
327500,73,17,43924
327500,69,14,-12026
327500,53,14,72676
327500,44,17,207440
327625,71,10,44989
327700,46,16,15279
327700,56,15,146078
327800,41,12,7412
328000,37,12,143990
328000,52,12,61425
328000,33,14,100656
328000,39,16,70611
328000,69,12,78253
328000,45,17,132887
328000,47,16,50248
328000,38,9,-15259
328000,52,8,-4809
328000,52,10,50095
328000,54,12,50720
328000,56,14,91568
328000,52,17,250038
328200,73,14,49880
328250,79,9,44148
328250,56,17,125399
328300,68,16,17853
328417,55,16,18012
328500,54,16,216242
328500,45,14,53746
328700,40,12,108029
329000,53,12,143303
329000,55,12,184792
329000,52,14,43962
329000,35,15,50072
329000,79,8,34686
329000,46,17,160064
329000,40,12,55260
329000,34,17,157785
329000,35,10,64195
329000,53,17,38415
329000,48,6,117534
329000,32,17,58200
329000,34,17,98143
329000,37,17,28760
329000,62,14,22245
329000,84,14,54192
329350,69,10,14939
329500,75,17,49356
329500,59,15,65558
329500,62,12,54556
329500,49,12,686
329500,50,12,90529
329500,35,17,211561
329501,37,16,154060
329786,41,17,354575
330000,40,16,31553
330000,41,12,53747
330000,53,12,81474
330000,28,16,16012
330000,23,12,-27486
330000,68,12,147
330000,51,16,103986
330000,41,16,-17504
330000,44,17,73191
330000,64,12,5607
330000,64,17,46532
330000,49,15,131142
330000,57,16,186558
330000,35,16,147818
330000,70,17,92313
330000,55,12,53584
330000,69,17,30375
330000,69,12,30012
330000,49,12,92267
330000,70,12,17820
330000,32,11,74953
330000,43,17,67245
330000,50,8,8085
330000,44,12,88500
330000,73,11,-3872
330000,64,12,60529
330000,51,12,3186
330000,48,14,91374
330000,45,16,-8098
330000,45,12,34940
330001,56,12,5799
330200,43,14,52798
330256,81,15,18009
330300,53,17,67997
330400,53,13,22390
330500,33,16,29607
330500,58,12,32027
330500,42,12,59247
330600,51,13,2779
330700,83,14,-8543
330866,64,14,-5967
330900,79,12,37399
331000,59,12,-14
331000,67,13,92926
331000,57,14,49873
331000,35,16,60760
331000,71,12,26424
331000,57,12,5212
331000,57,16,59725
331100,66,15,38217
331200,46,9,48871
331200,39,16,69529
331200,77,17,19760
331300,46,8,21022
331469,70,11,23825
331600,70,16,45432
331620,49,14,11014
331768,49,11,100033
331800,24,16,65329
331800,65,11,52213
332000,45,16,287110
332000,89,17,12065
332000,65,12,51695
332000,38,12,46785
332000,61,14,65924
332000,40,17,115269
332000,38,17,15703
332000,58,14,13712
332000,63,12,65671
332000,38,12,44211
332000,60,16,163872
332000,48,8,-230
332000,64,12,29248
332000,72,12,-18346
332000,43,13,114850
332000,51,14,2928
332000,33,17,266397
332000,41,16,74979
332500,47,16,167276
332700,54,12,9213
332800,46,16,225649
333000,34,12,44306
333000,31,14,26489
333000,84,14,20262
333000,38,16,64320
333000,34,12,58892
333000,37,15,35300
333000,84,12,21239
333000,34,13,15179
333000,35,17,42063
333000,43,12,55270
333000,36,12,186584
333000,61,16,39236
333000,59,17,372814
333000,46,17,216642
333000,49,17,131731
333006,43,17,36911
333300,32,16,43271
333400,62,15,31978
333500,46,12,127522
333500,72,11,8362
333530,69,13,26646
333600,31,14,85812
334000,50,16,31025
334000,72,13,22424
334000,45,16,-6354
334000,65,16,153362
334000,31,17,295742
334000,86,12,-1788
334000,41,16,92313
334000,53,17,138835
334000,50,16,142794
334000,64,14,39045
334000,54,16,190827
334050,77,13,178249
334100,56,12,-9885
334200,71,14,16095
334300,64,13,23020
334400,35,13,144703
334400,49,15,138305
334500,53,15,85675
334500,50,16,49948
334500,47,7,72203
334500,49,12,121427
334500,52,13,44413
334500,51,15,93267
334500,79,14,230282
334700,42,12,136392
334800,61,15,32693
334940,57,12,12843
335000,57,17,28897
335000,36,17,-4406
335000,50,12,20183
335000,72,14,17297
335000,63,17,119678
335000,33,17,55409
335000,64,16,69789
335000,38,12,79117
335000,39,12,40158
335000,35,16,45301
335000,47,16,85085
335000,53,16,72758
335000,71,10,11870
335000,32,16,205426
335000,37,16,126679
335000,46,17,136302
335000,28,12,39944
335000,51,16,71376
335000,68,14,13442
335000,42,12,132646
335000,61,12,16201
335000,80,14,11259
335000,74,12,5552
335000,60,16,15492
335000,62,16,181462
335000,64,8,-12311
335000,56,16,66301
335000,33,17,96410
335000,62,12,6778
335000,37,13,88
335000,55,17,-5811
335000,71,14,23217
335000,78,12,-2138
335000,84,12,24142
335000,29,17,29249
335001,67,16,75765
335001,41,14,26980
335200,86,12,32526
335400,59,13,47766
335448,60,12,18366
335500,67,2,27906
335700,54,10,62678
335734,70,15,10730
336000,71,17,20908
336000,65,17,55164
336000,38,16,62585
336000,53,17,214599
336000,78,12,44812
336000,63,12,11492
336000,42,16,52867
336000,47,17,94565
336000,41,15,67675
336000,70,15,31164
336000,71,16,84677
336000,54,14,13287
336000,74,12,9507
336000,84,10,-1071
336001,63,12,28593
336218,52,12,79814
336300,63,15,46906
336400,37,12,-2940
336500,63,12,-27950
336500,42,14,55897
336600,75,12,7354
336701,64,12,13367
337000,55,12,66901
337000,59,12,31169
337000,42,12,45224
337000,56,12,57521
337000,55,12,32693
337000,53,15,37186
337000,40,12,18848
337000,76,17,79152
337000,78,17,-4456
337000,43,15,-10422
337000,48,12,63758
337000,47,12,9139
337000,40,12,132083
337000,50,12,47911
337000,59,12,20430
337000,49,13,89993
337000,37,15,214973
337000,49,16,186477
337000,35,17,16646
337001,47,16,103051
337010,29,15,19278
337043,77,12,26232
337200,65,17,27233
337200,60,17,-15099
337500,87,12,100311
337500,59,12,273099
337500,56,17,177768
337500,41,14,98301
337580,40,15,89850
337600,43,12,26814
337625,52,16,66729
337800,37,16,110681
337800,63,12,134924
337900,30,16,2696
337900,78,12,97
338000,61,15,96028
338000,64,12,52667
338000,71,12,43921
338000,65,13,39787
338000,59,17,110479
338000,41,16,202708
338000,57,12,65067
338000,55,17,47143
338000,56,12,98786
338000,28,16,38198
338204,58,17,87918
338300,45,13,46607
338500,43,14,150985
338518,54,13,7231
338800,39,16,102980
338800,74,12,21917
339000,44,17,49189
339000,34,14,41845
339000,64,15,44483
339000,38,13,6832
339000,29,16,53560
339000,61,15,52396
339000,43,12,102272
339000,82,10,14724
339000,71,11,264224
339000,38,16,183090
339000,77,12,-11838
339000,73,14,4417
339000,59,12,48594
339000,67,16,21666
339000,54,14,90273
339000,41,16,90438
339560,55,12,16800
339600,63,13,14396
339800,64,15,88801
339900,65,12,12637
340000,52,17,165661
340000,71,13,62713
340000,79,14,138967
340000,80,10,3198
340000,62,16,80633
340000,61,13,51768
340000,38,16,133073
340000,50,15,27940
340000,59,14,72665
340000,47,16,96825
340000,49,16,115606
340000,72,12,7436
340000,66,14,128905
340000,64,15,39445
340000,41,16,164675
340000,51,16,46814
340000,26,14,87699
340000,49,13,114322
340000,28,13,75066
340000,43,14,128706
340000,43,14,28091
340000,65,16,2203
340000,39,12,4349
340000,60,12,74249
340000,34,17,234960
340000,46,12,35171
340000,75,16,43088
340000,63,9,-17341
340000,44,14,42367
340000,49,13,88790
340000,56,14,10864
340000,45,16,62688
340000,60,14,139537
340000,23,10,-35478
340000,40,11,47249
340000,58,12,89908
340000,47,11,142986
340000,42,14,37927
340000,64,8,23492
340000,42,16,15238
340000,60,16,117372
340100,25,12,-9728
340500,71,8,69017
340500,56,12,-13108
340564,32,16,3914
340711,51,12,87348
340750,45,14,-29918
340914,62,17,46807
341000,82,10,-2268
341000,61,16,67326
341000,51,14,10901
341000,46,12,46699
341000,60,12,109292
341000,58,17,183386
341000,45,17,70822
341000,47,17,102638
341000,58,14,25514
341000,71,14,22867
341000,57,12,33680
341000,66,12,9528
341000,40,12,114018
341400,49,12,94240
341500,34,14,120718
341500,40,14,-42215
341500,48,12,49105
341700,45,16,59577
341700,35,12,47089
342000,44,16,41608
342000,35,16,84179
342000,36,14,15703
342000,48,14,120472
342000,77,16,32620
342000,87,12,2283
342000,54,11,144599
342000,32,17,219061
342000,36,17,94328
342000,56,12,24034
342000,56,12,24599
342000,33,16,47127
342129,51,17,-4993
342500,68,11,49095
342500,67,12,21528
342500,82,15,74136
342526,57,17,48820
342600,57,17,118129
342800,34,10,21655
342840,67,13,70463
343000,70,14,69585
343000,56,17,43427
343000,37,16,74927
343000,47,15,75733
343000,37,17,29903
343000,77,14,26966
343000,42,17,46713
343000,55,6,34733
343000,48,14,20517
343000,34,14,75007
343000,79,17,14186
343000,61,17,87162
343000,56,12,28115
343000,38,17,183992
343264,77,10,52981
343500,49,16,78744
343500,43,12,87492
343571,79,8,100467
343600,56,17,26042
343601,62,17,59223
343885,65,15,98994
344000,70,13,13413
344000,82,15,8428
344000,54,12,123288
344000,54,17,173192
344000,34,12,48949
344000,44,16,97230
344000,33,16,54655
344000,54,16,29202
344000,38,14,22712
344000,53,14,53186
344000,56,11,20620
344200,75,14,17024
344200,59,12,30045
344500,47,16,209840
344500,66,10,35520
344500,74,12,1139
344600,59,12,48672
344700,68,17,71624
344700,61,12,21244
344800,58,17,125329
345000,60,9,1425
345000,42,14,-17818
345000,50,14,68892
345000,49,16,178236
345000,42,12,72605
345000,63,12,35282
345000,85,6,-7996
345000,55,17,256892
345000,23,14,-8267
345000,76,16,40059
345000,67,10,2837
345000,61,14,115792
345000,25,15,-4903
345000,66,14,7637
345000,86,11,33037
345000,64,16,21172
345000,70,17,24984
345000,71,12,32482
345000,81,12,46153
345000,55,16,181914
345000,31,17,579890
345000,53,15,91052
345000,82,14,29865
345000,37,14,65671
345000,38,13,62057
345000,69,6,-3690
345000,46,17,164973
345000,78,12,1653
345000,33,17,123867
345000,44,10,-34067
345000,72,16,73213
345000,43,16,113707
345000,28,14,24932
345000,58,17,170986
345000,42,16,210010
345001,53,16,76695
345001,46,16,56561
345150,57,11,16232
345200,28,16,-24499
345200,63,14,92237
345400,93,17,4812
345500,72,10,29636
345500,38,15,91454
345540,42,10,17834
345800,47,16,49870
345800,78,12,4723
346000,49,17,109986
346000,62,10,10573
346000,35,14,66983
346000,52,12,12000
346000,69,12,31595
346000,50,14,44664
346000,69,16,118590
346000,86,12,-380
346000,54,14,86545
346000,35,12,67010
346000,35,17,9367
346000,49,15,154529
346100,56,16,47562
346149,56,16,125967
346500,73,14,-11251
346700,29,16,73493
347000,64,14,27752
347000,41,17,84012
347000,56,12,35242
347000,62,12,-6161
347000,31,17,202263
347000,71,14,6055
347000,43,12,85179
347000,83,12,7173
347000,52,17,219804
347000,49,12,55588
347000,63,16,354919
347000,57,16,93635
347100,80,16,4446
347380,38,12,20742
347500,47,14,6902
347500,72,12,67987
347700,52,16,85002
347900,60,12,21734
348000,70,13,29155
348000,75,16,104061
348000,42,13,83607
348000,34,17,83343
348000,61,14,11005
348000,42,14,791
348000,43,15,31437
348000,42,12,43360
348000,54,11,29913
348000,59,12,66992
348000,62,12,6712
348000,50,16,89420
348000,38,16,92464
348000,45,16,132244
348000,62,12,33249
348000,48,16,104089
348000,56,11,61025
348000,55,12,76742
348395,71,14,3823
348500,55,16,124026
348600,68,11,80564
348600,37,5,30766
348800,30,16,133606
349000,55,12,87845
349000,26,12,14547
349000,78,8,72830
349000,45,16,28030
349000,54,16,36275
349000,61,16,33212
349000,58,14,-986
349000,77,12,-8019
349000,50,16,108025
349000,26,16,151230
349088,52,12,-28221
349100,63,12,12761
349100,79,12,2877
349100,73,11,-7389
349100,47,12,23232
349200,48,16,252103
349334,50,12,46392
349395,74,12,8100
349400,36,16,87585
349500,68,12,37872
349500,65,17,13812
349540,56,17,76644
349600,42,16,322322
349700,47,17,45262
349800,55,16,100702
350000,82,12,-5420
350000,51,14,26573
350000,44,12,43787
350000,76,16,2879
350000,35,14,42890
350000,45,16,6940
350000,63,16,34728
350000,52,7,37829
350000,83,12,-12157
350000,27,13,101195
350000,66,12,32568
350000,87,13,24074
350000,29,14,671206
350000,84,14,558
350000,61,12,21164
350000,68,12,32462
350000,44,17,-1865
350000,38,17,-7260
350000,30,17,51943
350000,73,14,-16012
350000,32,15,38097
350000,75,16,45573
350005,40,16,79953
350250,69,14,19996
350400,70,12,8274
350450,63,14,54804
350500,58,17,194253
350500,37,17,155679
350598,77,17,32989
350703,35,17,250590
350750,53,17,132333
350987,47,16,48686
351000,84,10,2006
351000,64,16,79382
351000,59,12,102212
351000,88,11,-26472
351000,52,12,85886
351000,55,17,31204
351000,79,12,13016
351000,47,16,7930
351000,34,17,134657
351000,31,17,9148
351000,52,16,115039
351000,51,14,44229
351000,63,12,-7111
351000,36,14,61949
351200,52,17,80274
351500,45,17,142860
351755,37,16,-3086
351900,36,14,140303
352000,76,10,10058
352000,70,17,26653
352000,39,17,15540
352000,48,14,71135
352000,67,13,37877
352000,31,15,-4484
352000,42,17,80346
352000,37,17,518299
352000,43,17,84213
352000,24,13,55992
352000,23,12,-16573
352000,44,15,63644
352000,54,12,116839
352000,65,15,5826
352000,74,12,6756
352110,38,17,23379
352200,55,9,37121
352300,55,12,21365
352500,72,13,28430
352500,59,14,84246
352500,68,12,25583
352500,50,7,86276
352800,52,12,51357
353000,52,16,113894
353000,80,11,55939
353000,38,16,252346
353000,54,12,107043
353000,71,16,8982
353000,79,12,95718
353000,53,14,-31909
353000,60,15,40713
353075,53,11,47947
353500,40,14,232480
353500,62,15,15181
353500,81,12,29450
353600,59,16,11195
353800,31,14,50713
353800,71,17,35756
354000,61,12,38733
354000,58,17,53364
354000,48,14,89184
354000,78,15,8242
354000,37,17,309330
354000,70,12,35249
354000,66,15,26252
354000,52,16,68899
354000,64,12,3196
354000,41,6,15466
354000,50,12,37639
354000,66,17,44554
354000,61,16,31177
354050,42,12,84179
354200,37,14,-11863
354300,63,16,123243
354400,44,12,55030
354400,79,13,-11988
354500,82,12,20859
354500,71,14,3299
354500,74,15,8783
354500,60,14,-3588
354500,24,13,-1442
354500,60,15,48408
354600,48,12,7463
354650,32,16,82541
355000,37,16,99262
355000,52,12,106713
355000,61,17,25282
355000,43,16,56799
355000,45,16,44025
355000,56,14,54242
355000,58,14,30845
355000,65,11,51577
355000,55,15,52513
355000,49,13,115218
355000,55,16,145640
355000,36,17,106908
355000,92,11,1534
355000,51,17,80007
355000,63,17,14197
355000,31,13,84091
355000,61,17,71234
355000,40,16,79183
355000,53,16,-13969
355000,58,12,7132
355000,39,12,12249
355000,41,9,43926
355000,57,13,214992
355000,62,14,176720
355000,53,17,78945
355000,60,12,168713
355000,63,12,54655
355000,76,10,48712
355000,48,16,33139
355200,54,10,3453
355713,41,17,37850
355746,53,12,38894
355800,58,15,51106
356000,41,12,54166
356000,67,13,22662
356000,38,16,55409
356000,70,12,17882
356000,50,14,127801
356000,36,13,14107
356000,71,12,32505
356000,35,17,85731
356000,53,17,124203
356000,91,16,-13809
356000,76,12,37509
356146,71,16,60582
356200,35,14,203379
356200,75,10,2358
356400,56,17,64425
356400,45,13,48005
356460,67,16,17292
356500,31,14,-19052
356500,57,12,55835
356500,45,16,133980
356500,37,15,63091
356800,81,12,22213
357000,60,15,56239
357000,66,14,51412
357000,29,17,10017
357000,43,12,56511
357000,21,12,123998
357000,73,17,14270
357000,78,11,18756
357000,84,11,29326
357000,70,16,19639
357000,50,12,79278
357000,32,12,12466
357000,30,10,49401
357000,48,17,73672
357000,47,14,98779
357000,55,17,103067
357000,48,12,42986
357000,45,14,58529
357000,44,17,86962
357050,37,14,85560
357167,87,14,13254
357200,59,12,102092
357200,59,13,14567
357400,58,17,123293
357500,59,16,8087
357500,54,12,35166
357600,33,17,429248
357900,32,16,44727
358000,76,12,-2003
358000,68,8,48087
358000,40,17,164745
358000,62,12,32251
358000,55,15,100627
358000,82,14,24218
358000,51,10,-5488
358000,37,6,33955
358000,74,17,3071
358000,61,12,23921
358000,65,16,49221
358000,56,15,-17867
358000,51,16,202263
358100,53,12,9699
358200,71,12,29277
358200,56,16,34529
358200,69,14,25552
358400,38,16,59807
358500,33,15,-15001
358600,45,14,88387
358700,53,16,83295
358800,34,16,89741
359000,49,16,39960
359000,55,17,205307
359000,57,17,297292
359000,47,12,114812
359000,82,12,21395
359000,74,14,29270
359000,60,12,-4314
359000,64,16,-13679
359000,35,13,39419
359000,52,11,48017
359000,43,13,-2899
359000,55,16,40539
359000,43,16,57569
359000,80,12,55666
359000,38,14,125480
359000,88,10,19322
359054,56,17,53422
359300,60,12,52033
359490,56,12,-8812
359500,58,17,55576
359500,51,12,77329
359500,71,15,-12779
359700,49,14,83827
360000,27,16,-17485
360000,28,16,70901
360000,77,12,43337
360000,61,14,29792
360000,48,12,79249
360000,27,16,182618
360000,34,17,112686
360000,37,17,152785
360000,36,16,107707
360000,43,16,114713
360000,55,17,190992
360000,34,16,62112
360000,77,12,54316
360000,56,12,109142
360000,62,12,49824
360000,81,12,-11645
360000,41,17,329
360000,47,16,26875
360000,72,12,-3974
360000,45,15,134184
360000,38,13,225561
360000,68,16,105625
360000,52,14,11603
360000,32,9,-16296
360000,73,16,4633
360000,39,15,9686
360000,35,14,47466
360000,56,13,67395
360000,59,16,100608
360000,40,17,28220
360000,56,12,71199
360064,47,16,-19950
360400,51,12,70493
360500,50,14,85672
360600,57,16,128662
360700,63,12,124806
360800,51,11,77944
361000,40,17,293286
361000,41,16,189099
361000,82,11,10857
361000,61,17,74728
361000,52,17,137182
361000,34,17,63561
361000,51,13,105880
361000,47,13,50525
361000,53,15,114417
361000,54,17,148263
361000,73,16,26207
361300,46,14,174110
361300,34,12,-2523
361500,73,12,12520
361500,55,14,85842
361500,56,14,44797
361500,64,15,21086
361500,56,17,76822
361500,32,16,32308
361500,62,16,80937
361600,47,15,71226
361650,80,12,34624
361800,73,12,10956
361800,32,10,46928
362000,54,12,15967
362000,44,12,50791
362000,45,17,207789
362000,54,15,134203
362000,44,16,60383
362000,55,12,30785
362000,49,17,184194
362000,54,14,129055
362000,36,17,76140
362000,58,14,566213
362000,52,16,168120
362195,55,12,25686
362500,46,16,121724
362500,49,14,1386
362500,54,13,55276
362500,64,12,-15049
362500,76,14,52713
362500,35,16,139607
362600,45,15,13660
363000,59,14,23186
363000,60,12,-1714
363000,32,14,39021
363000,46,16,30627
363000,67,9,81902
363000,86,14,7853
363000,68,17,41752
363000,36,17,93571
363000,73,14,14705
363000,49,12,79812
363480,42,15,72986
363500,30,16,156976
364000,37,14,721
364000,36,12,376070
364000,42,16,76523
364000,57,12,41983
364000,48,16,114214
364000,36,17,-2887
364000,63,14,48856
364000,42,14,72368
364000,45,14,124634
364000,49,13,49179
364000,66,14,13234
364000,30,17,218958
364500,51,15,96131
364500,58,15,84245
364600,73,12,7556
364800,34,17,197775
364880,35,12,24960
364900,43,12,103772
365000,57,9,3104
365000,86,12,18905
365000,48,12,231827
365000,42,12,29397
365000,55,17,168525
365000,72,11,33541
365000,44,14,92401
365000,47,17,79864
365000,30,16,49987
365000,29,13,46372
365000,34,16,54873
365000,46,12,11852
365000,80,12,28813
365000,60,12,15672
365000,54,15,41827
365000,59,11,17184
365000,43,16,93582
365000,62,12,87012
365000,74,15,54812
365000,54,17,66191
365000,61,11,49
365000,48,15,14399
365000,62,16,5482
365000,45,17,201008
365001,44,14,130363
365200,64,16,29206
365500,43,16,102096
365500,74,14,10167
365800,68,17,32313
365800,53,16,91144
365810,69,14,43962
366000,55,9,113325
366000,37,15,198506
366000,28,16,56715
366000,69,17,128983
366000,44,14,96712
366000,52,14,43092
366000,43,16,81967
366000,80,12,-3801
366000,39,14,5852
366000,81,12,55213
366000,50,16,50706
366060,36,15,-14714
366100,60,11,32911
366400,53,14,39114
366500,80,15,24997
366500,61,16,-20188
366700,68,15,-630
366985,69,16,130226
367000,59,14,54159
367000,51,12,102925
367000,60,17,97444
367000,64,12,34460
367000,50,16,211892
367000,54,16,51299
367000,67,17,36472
367000,47,13,49252
367000,44,17,106781
367000,33,17,274641
367000,36,16,163561
367000,74,12,98245
367300,75,13,32528
367500,49,14,-1950
367740,33,16,64686
367800,34,17,75078
367900,65,12,87017
368000,51,12,-9528
368000,87,12,35589
368000,42,12,37983
368000,50,17,223754
368000,65,16,-2604
368000,72,14,33162
368000,44,14,75573
368000,50,13,139776
368000,68,17,41213
368000,58,16,52369
368000,36,12,63261
368000,62,10,10928
368015,78,12,8132
368069,36,16,66387
368150,38,17,109423
368284,32,12,11723
368500,46,12,63862
368500,63,14,35475
368500,63,12,45945
368500,61,17,89677
368529,42,12,87242
368700,44,14,14222
368700,37,15,8450
368900,63,17,66456
369000,49,12,103186
369000,51,12,52758
369000,30,16,-14814
369000,67,12,39154
369000,86,12,43357
369000,46,14,9212
369000,60,17,-1288
369000,29,16,83732
369000,86,8,61
369200,28,16,33349
369400,58,16,78781
369500,57,17,191186
369500,57,14,-7025
369500,55,12,-8986
369500,65,14,58063
370000,40,17,104030
370000,72,16,76552
370000,63,14,37817
370000,59,17,92658
370000,48,12,72833
370000,89,14,7741
370000,27,16,87932
370000,34,14,24561
370000,30,12,42913
370000,82,12,21610
370000,32,17,554128
370000,63,17,34245
370000,64,12,97921
370000,31,16,-23167
370000,44,17,355752
370000,54,12,49726
370000,26,14,26065
370000,56,8,74645
370000,75,14,-3712
370000,47,12,142722
370000,54,12,36212
370000,68,16,36640
370000,34,16,34091
370000,52,17,21809
370000,71,14,-4774
370000,49,14,243330
370000,56,12,127662
370000,35,17,248526
370001,50,12,-6882
370277,56,13,35878
370300,51,16,134337
370300,65,13,53878
370600,54,14,43662
370634,71,6,-4810
370810,46,17,89224
371000,42,17,62907
371000,67,17,11686
371000,49,13,26695
371000,48,12,17820
371000,45,12,79247
371000,54,12,80672
371000,32,12,75862
371000,44,12,46629
371000,45,12,109179
371161,70,8,40024
371300,65,17,27570
371300,36,17,102626
371300,34,16,50964
371500,28,12,-817
371500,42,16,56340
371500,76,12,2915
371500,50,17,108829
371500,41,16,39278
371539,33,17,95427
372000,46,16,86902
372000,65,12,19164
372000,49,11,3419
372000,49,17,60832
372000,44,17,63360
372000,59,12,40220
372000,49,15,8329
372000,43,12,100510
372000,35,14,88208
372000,37,16,326529
372000,50,14,19414
372000,81,12,11905
372000,52,17,279379
372000,55,17,136492
372000,34,11,43597
372000,53,17,395775
372000,75,14,-29852
372000,51,12,73938
372000,35,16,173026
372000,44,16,238861
372474,65,16,11537
372500,44,14,87777
372500,53,12,106249
372670,61,17,94159
373000,84,12,-11896
373000,35,17,114976
373000,32,16,176973
373000,47,17,188326
373000,54,12,244892
373000,60,10,51025
373000,58,15,22215
373000,73,12,-3938
373000,57,16,87996
373000,29,17,225379
373000,60,12,20778
373500,53,13,18382
373500,41,14,53952
373500,63,12,42968
373500,42,17,182211
373500,43,17,26107
373700,56,14,96444
373750,83,12,3463
373900,46,17,52986
374000,54,15,128802
374000,46,17,128329
374000,59,12,53492
374000,48,14,189875
374000,46,14,106484
374000,86,12,54717
374000,61,16,-4334
374000,58,14,47711
374000,48,17,125890
374000,49,17,89527
374000,45,12,81894
374000,46,15,46620
374040,50,16,124810
374050,46,16,72306
374200,57,12,37559
374200,76,12,28136
374300,70,11,-7479
374500,28,12,47647
374600,58,12,84794
374700,65,13,38227
375000,68,17,6686
375000,57,13,104986
375000,68,14,47912
375000,38,14,37675
375000,35,16,554025
375000,39,17,160155
375000,57,16,95250
375000,48,17,107499
375000,81,12,19077
375000,35,16,137665
375000,34,17,325766
375000,60,14,10401
375000,67,14,50957
375000,66,15,31618
375000,51,12,38162
375000,46,11,103584
375000,93,16,-7928
375000,64,12,6569
375000,31,12,-1028
375000,71,16,40929
375000,34,16,149010
375000,86,14,11109
375000,40,14,28260
375003,61,15,66474
375270,61,16,44857
375300,56,14,20249
375450,50,12,84343
375500,41,17,10978
375500,44,16,109246
375740,66,15,21406
375750,41,15,256325
376000,33,16,-26773
376000,45,14,82093
376000,32,16,70016
376000,31,16,112048
376000,53,17,119712
376000,54,16,28272
376000,32,17,179973
376000,43,14,28713
376000,61,16,63356
376000,88,12,-6373
376000,66,8,-937
376000,52,14,-31713
376000,65,12,30544
376000,53,13,42835
376000,50,12,54894
376000,54,16,100196
376000,27,17,41881
376499,79,13,7837
376500,43,17,162674
376500,42,17,66235
376500,50,12,66516
376500,89,14,40593
376600,54,16,73504
376700,58,14,73822
377000,69,17,108901
377000,54,17,372108
377000,68,16,23976
377000,59,17,32733
377000,67,12,37710
377000,40,12,114661
377000,40,12,98657
377000,51,12,23834
377039,64,17,28062
377200,40,12,60329
377300,51,16,81767
377400,53,16,36945
377500,49,16,36597
377500,51,9,-8656
377600,50,12,50625
377700,51,12,11965
377800,55,15,27248
378000,61,17,51397
378000,44,17,106863
378000,63,16,95128
378000,45,15,151041
378000,56,16,42407
378000,73,12,49283
378000,85,12,25662
378000,62,12,-4489
378000,71,12,146499
378000,72,17,27212
378000,80,12,-796
378000,34,12,100179
378000,49,13,53753
